date,voucher_type,document_no,vat_type,account,debit,credit,net_vat_amount
2025-01-05,Sales Invoice,ACC-SINV-2025-00236,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00237,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00238,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-05,Sales Invoice,ACC-SINV-2025-00239,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00240,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00241,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00242,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00243,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00244-2,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-05,Sales Invoice,ACC-SINV-2025-00245-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00246,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00247,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00248,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00249,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00250,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00251-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00252,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00253,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00254,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00255,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00256,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00257,Output VAT,VAT - DT,0.00,697.67,697.67
2025-01-05,Sales Invoice,ACC-SINV-2025-00258,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-05,Sales Invoice,ACC-SINV-2025-00260,Output VAT,VAT - DT,0.00,1046.51,1046.51
2025-01-05,Sales Invoice,ACC-SINV-2025-00261,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00262-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-05,Sales Invoice,ACC-SINV-2025-00489-3,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-05,Sales Invoice,ACC-SINV-2025-05986,Output VAT,VAT - DT,0.00,2616.28,2616.28
2025-01-06,Sales Invoice,ACC-SINV-2025-00263,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00264,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-06,Sales Invoice,ACC-SINV-2025-00265,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00266-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-06,Sales Invoice,ACC-SINV-2025-00267,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00268,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00269,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00270,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00271,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00272,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00273-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00274-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00275,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00276,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00277-1,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-06,Sales Invoice,ACC-SINV-2025-00278-1,Output VAT,VAT - DT,0.00,75000.00,75000.00
2025-01-06,Sales Invoice,ACC-SINV-2025-00280-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00281-1,Output VAT,VAT - DT,0.00,872.09,872.09
2025-01-06,Sales Invoice,ACC-SINV-2025-00282,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00283,Output VAT,VAT - DT,0.00,82500.00,82500.00
2025-01-06,Sales Invoice,ACC-SINV-2025-00284,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00285,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00286-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00287,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00288,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00289,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00290,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00291,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00292-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00293,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00294-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00295,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00296,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00297,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00298,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00299,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00300,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00301,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00302,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00303,Output VAT,VAT - DT,0.00,1046.51,1046.51
2025-01-06,Sales Invoice,ACC-SINV-2025-00304,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00305,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00306,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00307,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00308,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00309,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00310,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00311,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-06,Sales Invoice,ACC-SINV-2025-00312,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00313,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00314,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-00315,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-06,Sales Invoice,ACC-SINV-2025-04179,Output VAT,VAT - DT,0.00,6976.74,6976.74
2025-01-06,Sales Invoice,ACC-SINV-2025-04643-1,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-01-06,Sales Invoice,ACC-SINV-2025-08542,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00317,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00318-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00319,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00320,Output VAT,VAT - DT,0.00,1779.07,1779.07
2025-01-07,Sales Invoice,ACC-SINV-2025-00321,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00322-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00323,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00324-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00325-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00326,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00328-1,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-07,Sales Invoice,ACC-SINV-2025-00329,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-01-07,Sales Invoice,ACC-SINV-2025-00330,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00331-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00332,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00333,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-07,Sales Invoice,ACC-SINV-2025-00334,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00335,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00336-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00337,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00338-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00339-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00340-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00341-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00342,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00343,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00344,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-07,Sales Invoice,ACC-SINV-2025-00345,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-07,Sales Invoice,ACC-SINV-2025-00346-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00347,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00348,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00349-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00350,Output VAT,VAT - DT,0.00,872.09,872.09
2025-01-07,Sales Invoice,ACC-SINV-2025-00351-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00352,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00353,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00354,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00355,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00356,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00357,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00358,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-07,Sales Invoice,ACC-SINV-2025-00359-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00360,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00361,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00362,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00363,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00364,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00365,Output VAT,VAT - DT,0.00,14651.16,14651.16
2025-01-07,Sales Invoice,ACC-SINV-2025-00366,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00367,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00368,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00369,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00370,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00371,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00372,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-07,Sales Invoice,ACC-SINV-2025-00373-1,Output VAT,VAT - DT,0.00,1395.35,1395.35
2025-01-07,Sales Invoice,ACC-SINV-2025-00374,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00375,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00376,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00377,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00378,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00379,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00380,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00381,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-07,Sales Invoice,ACC-SINV-2025-00382,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00383-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00384,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00385,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00386,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00387,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00388,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00389,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00390,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00391-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00392,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00393,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00394,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00395,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00396-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00397,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00398-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00399-1,Output VAT,VAT - DT,0.00,4360.47,4360.47
2025-01-07,Sales Invoice,ACC-SINV-2025-00400-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00401,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00402,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-07,Sales Invoice,ACC-SINV-2025-00403,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00404,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00405,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00406,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00407,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00408-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00409,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00410,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00411-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00412,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00413,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00414,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00415,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00416,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-00417,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00418,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00419,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00420-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-07,Sales Invoice,ACC-SINV-2025-00421-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-07,Sales Invoice,ACC-SINV-2025-01873-2,Output VAT,VAT - DT,0.00,984.62,984.62
2025-01-07,Sales Invoice,ACC-SINV-2025-02967,Output VAT,VAT - DT,0.00,27906.98,27906.98
2025-01-07,Sales Invoice,ACC-SINV-2025-02968,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-01-07,Sales Invoice,ACC-SINV-2025-03012,Output VAT,VAT - DT,0.00,984.62,984.62
2025-01-07,Sales Invoice,ACC-SINV-2025-03080,Output VAT,VAT - DT,0.00,174.42,174.42
2025-01-08,Purchase Invoice,ACC-PINV-2025-00012-3,Input VAT,VAT (Purchase) - DT,8347.50,0.00,-8347.50
2025-01-08,Sales Invoice,ACC-SINV-2025-00447-1,Output VAT,VAT - DT,0.00,3976.74,3976.74
2025-01-08,Sales Invoice,ACC-SINV-2025-00466,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00467-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00468-1,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-01-08,Sales Invoice,ACC-SINV-2025-00469-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00470-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00471-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00472-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-08,Sales Invoice,ACC-SINV-2025-00473,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00474,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00475,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00476,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00477-1,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-01-08,Sales Invoice,ACC-SINV-2025-00478,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00479,Output VAT,VAT - DT,0.00,14651.16,14651.16
2025-01-08,Sales Invoice,ACC-SINV-2025-00480-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00481,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00482,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00483-2,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00484-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00485-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00486,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-01-08,Sales Invoice,ACC-SINV-2025-00487-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00488-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00490,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-08,Sales Invoice,ACC-SINV-2025-00491-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00492,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00493,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00494,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00495,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-08,Sales Invoice,ACC-SINV-2025-00496,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00497,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00498,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00499,Output VAT,VAT - DT,0.00,872.09,872.09
2025-01-08,Sales Invoice,ACC-SINV-2025-00500,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-01-08,Sales Invoice,ACC-SINV-2025-00501,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-08,Sales Invoice,ACC-SINV-2025-00502,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00503,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00504,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00505,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00506,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-01-08,Sales Invoice,ACC-SINV-2025-00507,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00508,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-08,Sales Invoice,ACC-SINV-2025-00509,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00510,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00511-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-01-08,Sales Invoice,ACC-SINV-2025-00512,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00513-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00514,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00515,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00516,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-01-08,Sales Invoice,ACC-SINV-2025-00517,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00518,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-01-08,Sales Invoice,ACC-SINV-2025-00519,Output VAT,VAT - DT,0.00,1220.93,1220.93
