date,voucher_type,document_no,vat_type,account,debit,credit,net_vat_amount
2025-03-31,Sales Invoice,ACC-SINV-2025-06172-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06173,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06174,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-03-31,Sales Invoice,ACC-SINV-2025-06175-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06176,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-03-31,Sales Invoice,ACC-SINV-2025-06178,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06179,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06180,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06181,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06182-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06183,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06184,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06185,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06186-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-03-31,Sales Invoice,ACC-SINV-2025-06187,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06188,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06189,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-06190,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-03-31,Sales Invoice,ACC-SINV-2025-07533,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-04-01,Purchase Invoice,ACC-PINV-2025-00600,Input VAT,VAT (Purchase) - DT,45000.00,0.00,-45000.00
2025-04-01,Sales Invoice,ACC-SINV-2025-06191,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-01,Sales Invoice,ACC-SINV-2025-06192,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-01,Sales Invoice,ACC-SINV-2025-06193-2,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-01,Sales Invoice,ACC-SINV-2025-06194-1,Output VAT,VAT - DT,0.00,1732.93,1732.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06195,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06196-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06197,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-01,Sales Invoice,ACC-SINV-2025-06198,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06199,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06200,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06201,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06202,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06203,Output VAT,VAT - DT,0.00,354.46,354.46
2025-04-01,Sales Invoice,ACC-SINV-2025-06204,Output VAT,VAT - DT,0.00,787.70,787.70
2025-04-01,Sales Invoice,ACC-SINV-2025-06205-1,Output VAT,VAT - DT,0.00,748.31,748.31
2025-04-01,Sales Invoice,ACC-SINV-2025-06206-1,Output VAT,VAT - DT,0.00,1496.62,1496.62
2025-04-01,Sales Invoice,ACC-SINV-2025-06207-1,Output VAT,VAT - DT,0.00,1181.55,1181.55
2025-04-01,Sales Invoice,ACC-SINV-2025-06208-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-01,Sales Invoice,ACC-SINV-2025-06209-1,Output VAT,VAT - DT,0.00,1102.78,1102.78
2025-04-01,Sales Invoice,ACC-SINV-2025-06210-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06211-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06212,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-01,Sales Invoice,ACC-SINV-2025-06213-1,Output VAT,VAT - DT,0.00,1732.93,1732.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06214,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06215,Output VAT,VAT - DT,0.00,1181.55,1181.55
2025-04-01,Sales Invoice,ACC-SINV-2025-06216-1,Output VAT,VAT - DT,0.00,13705.93,13705.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06217-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06218,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-04-01,Sales Invoice,ACC-SINV-2025-06219-1,Output VAT,VAT - DT,0.00,1181.55,1181.55
2025-04-01,Sales Invoice,ACC-SINV-2025-06220-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-01,Sales Invoice,ACC-SINV-2025-06221-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-01,Sales Invoice,ACC-SINV-2025-06568,Output VAT,VAT - DT,0.00,2625.00,2625.00
2025-04-01,Sales Invoice,ACC-SINV-2025-06569,Output VAT,VAT - DT,0.00,35437.50,35437.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06570,Output VAT,VAT - DT,0.00,3750.00,3750.00
2025-04-01,Sales Invoice,ACC-SINV-2025-06577,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06578,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06579,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06581,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06588,Output VAT,VAT - DT,0.00,5437.50,5437.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06589,Output VAT,VAT - DT,0.00,10162.50,10162.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06590-1,Output VAT,VAT - DT,0.00,35102.11,35102.11
2025-04-01,Sales Invoice,ACC-SINV-2025-06591-1,Output VAT,VAT - DT,0.00,1209.35,1209.35
2025-04-01,Sales Invoice,ACC-SINV-2025-06592,Output VAT,VAT - DT,0.00,12360.00,12360.00
2025-04-01,Sales Invoice,ACC-SINV-2025-06593,Output VAT,VAT - DT,0.00,3652.50,3652.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06594,Output VAT,VAT - DT,0.00,6555.00,6555.00
2025-04-01,Sales Invoice,ACC-SINV-2025-06595,Output VAT,VAT - DT,0.00,1312.50,1312.50
2025-04-01,Sales Invoice,ACC-SINV-2025-06596,Output VAT,VAT - DT,0.00,9375.00,9375.00
2025-04-01,Sales Invoice,ACC-SINV-2025-06603,Output VAT,VAT - DT,0.00,31094.76,31094.76
2025-04-01,Sales Invoice,ACC-SINV-2025-07191,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-04-01,Sales Invoice,ACC-SINV-2025-07192,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-04-01,Sales Invoice,ACC-SINV-2025-08408,Output VAT,VAT - DT,0.00,6555.00,6555.00
2025-04-02,Purchase Invoice,ACC-PINV-2025-00331,Input VAT,VAT (Purchase) - DT,49200.00,0.00,-49200.00
2025-04-02,Purchase Invoice,ACC-PINV-2025-00332,Input VAT,VAT (Purchase) - DT,286875.00,0.00,-286875.00
2025-04-02,Purchase Invoice,ACC-PINV-2025-00333,Input VAT,VAT (Purchase) - DT,44475.00,0.00,-44475.00
2025-04-02,Purchase Invoice,ACC-PINV-2025-00334,Input VAT,VAT (Purchase) - DT,30000.00,0.00,-30000.00
2025-04-02,Purchase Invoice,ACC-PINV-2025-00335,Input VAT,VAT (Purchase) - DT,39000.00,0.00,-39000.00
2025-04-02,Purchase Invoice,ACC-PINV-2025-00407,Input VAT,VAT (Purchase) - DT,202500.00,0.00,-202500.00
2025-04-02,Sales Invoice,ACC-SINV-2025-06222-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06223-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06224-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06225-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06226-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06227-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06228,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06229,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06230-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06231-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06232,Output VAT,VAT - DT,0.00,872.09,872.09
2025-04-02,Sales Invoice,ACC-SINV-2025-06233,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06234,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-04-02,Sales Invoice,ACC-SINV-2025-06235,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06236,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06237-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06238-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06239-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06240,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06241,Output VAT,VAT - DT,0.00,872.09,872.09
2025-04-02,Sales Invoice,ACC-SINV-2025-06242-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06243-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06244-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06245-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-04-02,Sales Invoice,ACC-SINV-2025-06246-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06247-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06248,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-02,Sales Invoice,ACC-SINV-2025-06249-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06250,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06251,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06252,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06253,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06254,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06255,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06256,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06257,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06258,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06259,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06260,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06261,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-02,Sales Invoice,ACC-SINV-2025-06262,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-02,Sales Invoice,ACC-SINV-2025-06263,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06264-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06265,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06266,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06267,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06268,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06269,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06270,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06271,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06272,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06273-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-02,Sales Invoice,ACC-SINV-2025-06274,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-06275,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-02,Sales Invoice,ACC-SINV-2025-07480,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-04-02,Sales Invoice,ACC-SINV-2025-07481,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-04-02,Sales Invoice,ACC-SINV-2025-07482,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-04-02,Sales Invoice,ACC-SINV-2025-07484,Output VAT,VAT - DT,0.00,4186.05,4186.05
2025-04-03,Purchase Invoice,ACC-PINV-2025-00339,Input VAT,VAT (Purchase) - DT,6279.07,0.00,-6279.07
2025-04-03,Purchase Invoice,ACC-PINV-2025-00340,Input VAT,VAT (Purchase) - DT,2616.28,0.00,-2616.28
2025-04-03,Sales Invoice,ACC-SINV-2025-06278,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-04-03,Sales Invoice,ACC-SINV-2025-06279-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06280-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06281,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-03,Sales Invoice,ACC-SINV-2025-06282-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06283-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-03,Sales Invoice,ACC-SINV-2025-06284-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06285-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06286-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06287-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06288-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06289-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06290-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06291,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06292,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06293-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06294-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06295-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06296-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06297-1,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-03,Sales Invoice,ACC-SINV-2025-06298,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06299-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06300-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06301,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-04-03,Sales Invoice,ACC-SINV-2025-06302,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06303,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06304,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06305,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06306,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-03,Sales Invoice,ACC-SINV-2025-06307,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06308,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06309,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-03,Sales Invoice,ACC-SINV-2025-06310,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06311,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06312,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06313,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06314,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-03,Sales Invoice,ACC-SINV-2025-06315,Output VAT,VAT - DT,0.00,1693.55,1693.55
2025-04-03,Sales Invoice,ACC-SINV-2025-07483,Output VAT,VAT - DT,0.00,13953.49,13953.49
2025-04-04,Purchase Invoice,ACC-PINV-2025-00348,Input VAT,VAT (Purchase) - DT,19725.00,0.00,-19725.00
2025-04-04,Purchase Invoice,ACC-PINV-2025-00431,Input VAT,VAT (Purchase) - DT,42000.00,0.00,-42000.00
2025-04-04,Sales Invoice,ACC-SINV-2025-06318,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06319,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06320-1,Output VAT,VAT - DT,0.00,418.60,418.60
2025-04-04,Sales Invoice,ACC-SINV-2025-06321,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-04-04,Sales Invoice,ACC-SINV-2025-06322-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06323-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06324-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06325-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06326-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06327-1,Output VAT,VAT - DT,0.00,1046.51,1046.51
2025-04-04,Sales Invoice,ACC-SINV-2025-06328-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06329,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06330-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06331-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06332,Output VAT,VAT - DT,0.00,1046.51,1046.51
2025-04-04,Sales Invoice,ACC-SINV-2025-06333,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06334,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06335-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06337-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06338-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06339-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06340,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06341-1,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06342,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06343,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-04-04,Sales Invoice,ACC-SINV-2025-06344,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06345,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06346,Output VAT,VAT - DT,0.00,7325.58,7325.58
2025-04-04,Sales Invoice,ACC-SINV-2025-06347,Output VAT,VAT - DT,0.00,697.67,697.67
2025-04-04,Sales Invoice,ACC-SINV-2025-06348,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-04,Sales Invoice,ACC-SINV-2025-06349,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06350,Output VAT,VAT - DT,0.00,9767.44,9767.44
2025-04-04,Sales Invoice,ACC-SINV-2025-06351-1,Output VAT,VAT - DT,0.00,4883.72,4883.72
2025-04-04,Sales Invoice,ACC-SINV-2025-06352,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-04,Sales Invoice,ACC-SINV-2025-06353,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06354,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06355,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06356,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06357,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06358,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06359,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06360,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06361,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06362,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06363-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06364,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06365,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06366,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06367,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-04,Sales Invoice,ACC-SINV-2025-06368,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-04,Sales Invoice,ACC-SINV-2025-06369,Output VAT,VAT - DT,0.00,2441.86,2441.86
2025-04-05,Purchase Invoice,ACC-PINV-2025-00489,Input VAT,VAT (Purchase) - DT,51750.00,0.00,-51750.00
2025-04-05,Sales Invoice,ACC-SINV-2025-06372,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06373-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06374,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06375,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06376-1,Output VAT,VAT - DT,0.00,3662.79,3662.79
2025-04-05,Sales Invoice,ACC-SINV-2025-06377-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06378-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06379-1,Output VAT,VAT - DT,0.00,872.09,872.09
2025-04-05,Sales Invoice,ACC-SINV-2025-06380-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06381-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06382-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06383-1,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06384,Output VAT,VAT - DT,0.00,1220.93,1220.93
2025-04-05,Sales Invoice,ACC-SINV-2025-06385,Output VAT,VAT - DT,0.00,2441.86,2441.86
